w0,w1,n
dientes,a,1
dientes,brillan,1
dientes,con,1
dientes,del,1
dientes,las,1
dientes,para,1
dientes,que,3
dientes,y,3
dieramos,muerte,1
dieron,,1
dieron,a,2
dieron,anoche,1
dieron,cuando,1
dieron,cuenta,1
dieron,el,2
dieron,entonces,1
dieron,entre,1
dieron,estas,1
dieron,huncame,1
dieron,instrucciones,1
dieron,la,3
dieron,las,1
dieron,los,2
dieron,nombre,1
dieron,por,1
dieron,principio,2
dieron,su,3
dieron,sus,4
dieron,y,1
dieronle,entonces,1
diesen,muerte,1
diez,los,1
diferencia,con,1
diferente,,4
diferente,dios,1
diferente,el,1
diferentes,eran,1
diferentes,lugares,1
diferentes,ramas,1
diferentes,volvieronse,1
dificil,para,1
dificultad,podia,1
dificultades,,1
digamosles,a,1
digan,,1
digan,nuestro,1
dignidad,de,4
dignidades,que,1
dignidades,todos,1
dignos,de,1
digo,es,1
dije,ron,1
dijeran,los,1
dijeren,,3
dijeron,,82
dijeron,a,28
dijeron,al,14
dijeron,ante,1
dijeron,aquellos,1
dijeron,asi,1
dijeron,balam,1
dijeron,balamquitze,2
dijeron,cuando,10
dijeron,dando,1
dijeron,desde,1
dijeron,discurriendo,1
dijeron,el,2
dijeron,ellas,1
dijeron,ellos,1
dijeron,en,1
dijeron,entonces,3
dijeron,entre,6
dijeron,estos,2
dijeron,hunahpu,10
dijeron,huncame,4
dijeron,huracan,1
dijeron,la,1
dijeron,las,1
dijeron,llegando,1
dijeron,los,41
dijeron,que,2
dijeron,sus,8
dijeron,todas,2
dijeron,todos,4
dijeron,una,1
dijeron,unicamente,1
dijeron,varios,1
dijeron,y,2
dijeronahora,vamos,1
dijo,,11
dijo,a,9
dijo,ahalcana,2
dijo,ahalpuh,1
dijo,al,1
dijo,aquel,1
dijo,cabracan,1
dijo,chamiabac,1
dijo,chamiaholom,1
dijo,chimalmat,1
dijo,cuando,6
dijo,cuchumaquic,1
dijo,el,18
dijo,en,1
dijo,entonces,6
dijo,esta,2
dijo,este,1
dijo,hunahpu,1
dijo,huncame,1
dijo,huracan,1
dijo,ixbalanque,2
dijo,la,14
dijo,patan,1
dijo,quicab,1
dijo,quiere,1
dijo,su,2
dijo,uno,1
dijo,xiquiripat,1
dijo,zipacna,5
dijole,al,1
diluvio,a,1
diluvio,se,1
dinero,,2
dio,,1
dio,a,3
dio,estas,1
dio,las,1
dio,precisamente,1
dio,principio,1
dio,resultado,1
dio,sus,2
dios,,31
dios,alla,1
dios,cuando,1
dios,de,11
dios,en,1
dios,escondido,1
dios,estan,1
dios,este,1
dios,llamado,2
dios,mismo,1
dios,que,3
dios,se,1
dios,tomaron,1
dios,y,1
dioses,,8
dioses,de,2
dioses,estan,1
dioses,que,1
dioses,verdaderamente,1
diran,de,1
diras,,1
dire,,1
dire,a,1
dire,en,1
direccion,a,2
direccion,al,1
directamente,a,3
directamente,al,1
directamente,ante,1
directamente,desde,1
directamente,en,1
directamente,hacia,1
directamente,iban,1
direis,,11
direis,a,1
direis,entonces,1
diremos,,2
diremos,a,1
diremos,ahora,2
diremos,como,2
diremos,la,1
diremos,las,1
diremos,tambien,2
dirigia,rapidamente,1
dirigian,a,2
dirigian,al,1
dirigido,hacia,1
dirigiendo,la,1
dirigiendose,a,5
dirigiendose,hacia,1
dirigieron,al,2
dirigieron,balamquitze,1
dirigieron,el,1
dirigieron,hacia,1
dirigieron,la,1
dirigio,hasta,1
discordia,,1
discurrian,lo,1
discurriendo,entre,1
discurrieron,acerca,1
discurso,,1
discutieron,,1
disensiones,de,1
disensiones,y,1
disparaban,las,1
disparandole,en,1
dispararon,los,1
disponed,lo,1
disposicion,de,1
disposiciones,,1
disposiciones,de,2
dispuesto,asi,1
dispuesto,la,1
dispusieron,impedirlo,1
dispusieron,irse,1
dispusieron,la,1
dispusieron,matarlos,1
dispusieron,todas,1
dispusieron,y,1
dispuso,asi,1
dispuso,hacer,1
disputaban,a,1
disputaban,los,1
distancia,,3
distancia,de,1
distancia,estaba,1
distancias,,1
distincion,de,1
distinciones,en,1
distinguia,la,1
distintivos,,1
distinto,origen,1
distribuyeron,en,1
distribuyeron,sus,1
diversos,nombres,1
divertian,jugando,1
divertidos,cuando,1
divertir,con,1
divertirse,con,2
dividido,las,1
dividieran,y,1
dividieron,,1
dividieron,en,1
dividieron,las,2
dividir,el,1
diviertan,aqui,1
divinidad,,1
divirtamos,a,1
division,de,1
do,al,1
do,tambien,1
doblados,en,1
doblados,ya,1
doblo,desde,1
dolor,,2
dolor,de,2
dolor,desesperados,1
dolor,llegaron,1
dolor,ni,1
dolor,que,1
dolor,y,1
dolores,que,1
dolores,y,1
domina,la,1
dominar,,1
dominar,a,1
dominareis,a,1
dominarlos,,1
dominaron,,1
domino,la,1
don,christoval,1
don,juan,2
don,pedro,1
donadiu,y,1
doncella,,8
doncella,despues,1
doncella,fueron,1
doncella,ixquic,1
doncellas,,7
doncellas,cuando,2
doncellas,fueran,1
doncellas,llamadas,1
doncellas,que,1
doncellas,y,2
doncellasid,,1
donde,,1
donde,brota,1
donde,debian,1
donde,el,1
donde,esta,5
donde,estaan,1
donde,estaba,2
donde,estaban,8
donde,establecerse,1
donde,estais,1
donde,estan,4
donde,estaran,1
donde,estuvieron,2
donde,estuvo,1
donde,fueron,3
donde,fuimos,1
donde,fuisteis,1
donde,ha,1
donde,habia,1
donde,habian,5
donde,han,3
donde,has,1
donde,he,1
donde,hunahpu,1
donde,iban,1
donde,iran,1
donde,jugaban,1
donde,la,1
donde,les,2
donde,llegaron,2
donde,llego,1
donde,lo,1
donde,los,1
donde,nace,3
donde,nos,3
donde,permanecieron,1
donde,podian,1
donde,primero,1
donde,pusieron,1
donde,recibieron,1
donde,sale,1
donde,se,16
donde,solo,1
donde,tenian,1
donde,tiritaban,1
donde,tuvieron,1
donde,vas,5
donde,veian,1
donde,venimos,1
donde,venis,5
donde,viene,1
donde,vienes,1
donde,vinieron,2
donde,vinimos,1
donde,vino,1
dones,de,1
dorando,al,1
dormian,,2
dormir,,2
dormiras,con,1
dormireis,,1
dormirse,,2
dos,,4
dos,adivinos,1
dos,con,1
dos,cuando,1
dos,de,1
dos,demonios,2
dos,doncellas,5
dos,en,2
dos,entraban,1
dos,entre,1
dos,eran,1
dos,grandes,1
dos,grupos,1
dos,hijas,1
dos,hijos,5
dos,hombres,1
dos,huerfanos,1
dos,jovenes,6
dos,juntos,1
dos,llamadas,1
dos,muchachas,2
dos,muchachos,10
dos,pajaros,1
dos,pobres,1
dos,preciosas,1
dos,ramas,1
dos,se,3
dos,tenian,1
dos,tribus,1
dos,veces,5
dos,y,2
dosel,,1
dotado,de,1
dotados,de,2
duda,lo,1
duelen,mucho,1
duende,,2
dulce,la,1
duodecima,generacion,1
duodecimo,de,1
durante,el,4
durante,estos,1
durante,la,5
durmieron,dentro,1
durmieron,tranquilamente,1
duro,era,1
e,dijo,1
e,hicieron,3
e,hijos,1
e,htayub,1
e,ilocab,2
e,ilumina,1
e,imitando,1
e,inclinando,1
e,inmediatamente,3
e,inmovilidad,1
e,innumerables,1
e,insoportable,1
e,invocaban,1
e,iqui,4
e,iquibalam,32
e,ixbalanque,58
e,ixmucane,5
e,ixpuch,6
e,iztayul,2
e,jztayub,1
e,lenguaje,1
e,llocab,1
e,lxbalanque,1
e,uocab,1
e,ztayul,1
ea,,1
ebrios,los,1
echaba,los,1
echabais,fuera,1
echaban,mano,1
echad,la,1
echada,de,1
echandose,cada,1
echare,abajo,1
echaron,a,2
echemoslo,para,1
echo,a,6
echo,al,1
echo,astillas,1
echo,encima,1
echo,un,1
eco,una,1
edificio,,1
edificio,de,1
edificio,del,3
edificios,de,1
educados,,1
efectivamente,,1
efectivamente,hubiera,1
ei,nombre,1
ejecutaban,como,1
ejecutado,asi,1
ejecutaron,,1
ejecutaron,despues,1
ejecutaron,la,1
ejemplo,,1
el,,6
el,abismo,1
el,abuelo,6
el,actual,1
el,agua,5
el,aguila,1
el,agujero,3
el,ahauahtzicvinac,1
el,ahaugalel,1
el,ahgucumatz,1
el,ahpop,9
el,ahpopcamha,9
el,ahtohil,1
el,ahtzicvinac,8
el,alimento,2
el,amanece,1
el,amanecer,4
el,anillo,3
el,animal,1
el,apetito,1
el,arbol,6
el,asiento,2
el,aspecto,1
el,aullido,1
el,avilix,1
el,azadon,3
el,baile,3
el,banco,3
el,bano,1
el,barranco,1
el,bodoque,2
el,bosque,9
el,brazo,5
el,cacao,1
el,camino,25
el,campo,3
el,camucu,1
el,cangrejo,2
el,cantaro,1
el,cantil,1
el,cantily,1
el,canto,2
el,centro,6
el,cerro,2
el,chamcham,1
el,chigag,1
el,chitic,1
el,cielo,18
el,conejo,4
el,consuelo,1
el,corazon,29
el,costado,2
el,coyote,3
el,creador,21
el,crearon,1
el,crecimiento,1
el,cristianismo,1
el,cruce,1
el,cual,4
el,cuarto,4
el,cuchillo,1
el,cuchumaquic,1
el,cuello,1
el,cuerpo,1
el,cuervo,1
el,de,6
el,decimo,2
el,decimocuarto,1
el,decimotercero,1
el,del,1
el,desarrollo,1
el,deseo,1
el,dia,8
el,dibujo,1
el,diluvio,1
el,dios,8
el,dolor,2
el,dosel,1
el,duende,2
el,duodecimo,1
el,en,1
el,encinal,2
el,enganador,1
el,engano,1
el,envoltorio,1
el,escudo,1
el,escultor,1
el,espacio,1
el,estuvo,1
el,filo,1
el,fin,1
el,fondo,9
el,formador,18
el,frijol,1
el,frio,3
el,fruto,3
el,fuego,18
el,fuera,1
el,fundador,1
el,galel,6
el,galelahau,1
el,galelcamha,1
el,galesachi,1
el,gato,3
el,gavilan,6
el,gobierno,1
el,gran,2
el,grito,2
el,grupo,1
el,gusano,2
el,hacavitz,1
el,hacha,3
el,hallazgo,1
el,hambre,1
el,hecho,1
el,hermano,1
el,hijo,3
el,hombre,14
el,hombro,1
el,horizonte,2
el,hormiguero,1
el,hoyo,6
el,hueco,1
el,hueso,2
el,humo,2
el,hunahpu,1
el,imperio,1
el,incienso,4
el,inferior,1
el,interior,1
el,ixtzul,1
el,jabali,2
el,jboy,1
el,jefe,1
el,joyero,1
el,juego,8
el,juegos,1
el,jugo,2
el,lazo,1
el,lenguaje,1
el,leon,5
el,les,1
el,libro,1
el,linaje,1
el,llamado,7
el,llegaron,1
el,lo,1
el,lolmetquehnay,1
el,lucero,1
el,lugar,7
el,maestro,2
el,maiz,5
el,mal,2
el,mandado,2
el,mando,1
el,mar,6
el,medico,1
el,mensajero,2
el,metal,2
el,mismo,3
el,mochuelo,1
el,mono,1
el,monte,9
el,mosquito,1
el,mundo,7
el,musgo,2
el,nacimiento,5
el,nimacamha,1
el,nimalolmetycoltux,1
el,nimchocoh,2
el,nimchocohahau,1
el,nimchocohcavec,1
el,nimchocohnihaibab,1
el,no,1
el,nombramiento,1
el,nombre,35
el,nosotros,1
el,noveno,2
el,objeto,1
el,ocote,2
el,octavo,2
el,oficio,7
el,ojo,2
el,olor,4
el,orden,5
el,oriente,12
el,origen,6
el,otro,7
el,padre,3
el,pago,1
el,pais,1
el,pajaro,3
el,palo,4
el,pataxte,1
el,patio,2
el,pecho,3
el,pelo,1
el,pensamiento,1
el,perro,1
el,pino,2
el,piojo,5
el,pisote,2
el,pizomgogal,1
el,plan,1
el,pleito,1
el,poder,2
el,poderio,1
el,popol,1
el,popolvinac,1
el,popolvinacchituy,1
el,precio,5
el,presentimiento,1
el,primer,6
el,primero,12
el,principio,16
el,producto,2
el,pucbalchah,1
el,pueblo,2
el,puhuy,1
el,puno,1
el,que,15
el,quiche,4
el,quinto,2
el,rapto,1
el,raton,6
el,recuerdo,3
el,regreso,1
el,reino,2
el,relato,2
el,resultado,1
el,rey,5
el,rio,3
el,robo,1
el,rostro,1
el,rpimero,1
el,rugido,3
el,sabia,1
el,sabio,1
el,sacrificadero,1
el,sacrificio,1
el,sapo,8
el,secreto,1
el,segundo,13
el,senor,26
el,senorio,2
el,septimo,1
el,ser,4
el,sexto,1
el,soberbio,1
el,sol,27
el,solo,1
el,soplo,1
el,suelo,5
el,sueno,1
el,sustento,2
el,tallador,1
el,tambor,1
el,techo,2
el,temblaban,1
el,temor,1
el,templo,1
el,tercer,1
el,tercero,5
el,tiempo,2
el,tigre,7
el,tiro,1
el,titulo,1
el,trabajo,1
el,trasero,1
el,tributo,4
el,tronco,1
el,trono,1
el,tropel,1
el,tubo,1
el,tucumbalam,1
el,tzite,1
el,uchuchcamha,2
el,undecimo,2
el,unico,1
el,uno,4
el,utzampopzaclatol20,1
el,vac,1
el,vacio,1
el,vaso,1
el,venado,4
el,viejo,6
el,vientre,6
el,vigor,1
el,voc,1
el,vomito,1
el,vuelo,1
el,yacolatam,1
el,zopilote,1
elagua,rodeados,1
elcamino,todos,1
elevaban,sus,1
elevaron,al,1
ella,,3
ella,contesto,1
ella,la,1
ella,les,1
ella,oyo,1
ella,sola,1
ella,trato,1
ella,y,1
ellas,,3
ellas,contestaron,1
ellas,estaba,1
ellas,la,1
ellas,por,1
ellas,se,3
ellas,tambien,1
ello,se,1
ellos,,46
ellos,a,4
ellos,ahora,1
ellos,al,1
ellos,antes,1
ellos,asi,1
ellos,contestaron,1
ellos,cuando,1
ellos,deben,1
ellos,delante,1
ellos,deseaban,1
ellos,digan,1
ellos,dijeron,1
ellos,en,1
ellos,engendraron,1
ellos,entre,1
ellos,entro,1
ellos,eran,2
ellos,estaban,1
ellos,habian,1
ellos,hacian,1
ellos,hunhunahpu,1
ellos,la,3
ellos,las,1
ellos,les,2
ellos,llamado,1
ellos,llegaran,1
ellos,lo,1
ellos,los,3
ellos,mientras,1
ellos,mismos,2
ellos,moran,1
ellos,murieron,1
ellos,nacieron,1
ellos,no,2
ellos,nos,1
ellos,ofrenden,1
ellos,oian,1
ellos,pasaron,1
ellos,pensaban,1
ellos,por,1
ellos,pues,1
ellos,sabian,2
ellos,se,8
ellos,sentian,1
ellos,solo,1
ellos,solos,1
ellos,son,1
ellos,tambien,1
ellos,tienen,1
ellos,tomaron,1
ellos,tuvo,1
ellos,van,1
ellos,vieron,1
ellos,viven,1
ellos,volveran,1
ellos,y,5
embargo,,15
emborracharon,todos,1
embustera,,1
empanaron,como,1
emparentaron,cuando,1
empezo,a,2
emprender,el,1
empunar,sus,1
empunaremos,la,1
empunaron,el,1
en,acecho,1
en,aguila,1
en,alto,1
en,animales,1
en,aquel,3
en,aumentar,1
en,bailar,1
en,bandada,1
en,bandadas,1
en,batalla,1
en,buen,1
en,busca,1
en,cada,3
en,cahbaha,1
en,calma,2
en,cambio,1
en,camino,7
en,cantones,1
en,castigo,1
en,cautividad,1
en,chilimal,1
en,colas,1
en,consecuencia,1
en,consejo,7
en,consulta,2
en,cuanto,10
en,cuatro,2
en,cuclillas,1
en,culebra,1
en,cuyo,1
en,desgracia,1
en,direccion,3
en,donde,6
en,dos,2
en,el,108
en,elagua,1
en,elcamino,1
en,ella,1
en,ellas,1
en,ellos,1
en,engrandecerse,1
en,esclavitud,1
en,ese,1
en,esta,1
en,este,3
en,estos,1
en,estrellas,1
en,fila,1
en,fin,1
en,fuga,1
en,gran,7
en,hacavitz,1
en,hermosos,1
en,hilera,2
en,hombros,1
en,innumerables,1
en,izmachi,7
en,la,101
en,las,16
en,levantaros,1
en,lo,4
en,los,21
en,lugar,4
en,madera,2
en,matrimonio,1
en,mazorcas,1
en,medio,9
en,memoria,1
en,mi,7
en,monte,1
en,monton,1
en,nada,1
en,nosotros,1
en,nuestra,3
en,nuestro,2
en,nueve,1
en,ocasion,1
en,oracion,1
en,orden,1
en,pago,2
en,parcialidades,1
en,pataxte,1
en,pie,1
en,piedra,2
en,piedras,1
en,pintar,1
en,platicas,1
en,poco,1
en,practica,1
en,prenda,1
en,presencia,2
en,primer,2
en,pucbalchah,3
en,punto,1
en,que,4
en,realidad,5
en,reposo,2
en,respuesta,1
en,sacudir,1
en,salvo,1
en,sangre,1
en,secreto,1
en,seguida,105
en,senal,1
en,servidumbre,1
en,silencio,1
en,su,32
en,sus,17
en,suspenso,2
en,tercer,1
en,tiempo,1
en,tiempos,1
en,tierra,4
en,tigre,1
en,tocar,1
en,toda,1
en,todas,1
en,todo,1
en,todos,2
en,torno,1
en,tu,3
en,tulan,3
en,tulanzuiva,1
en,un,8
en,una,4
en,vano,1
en,veinticuatro,1
en,vela,2
en,verdad,17
en,vosotros,1
en,xibalba,4
en,zuiva,1
encaminaron,al,1
encantamiento,fueron,1
encarecidamente,que,1
encargaron,a,1
encarnado,,1
encendida,como,1
encendidas,y,1
encendido,,1
encendido,que,1
encendido,tambien,1
encendido,y,1
encendieron,,1
encendio,el,1
encerrados,y,1
encerraron,los,1
enciendan,su,1
encima,,1
encima,de,1
encima,del,1
encima,los,1
encinal,,2
encinas,,1
encogido,e,1
encolerizaban,y,1
encontraba,vucubcaquix,1
encontraban,a,1
encontrado,,1
encontrado,el,1
encontrado,entre,1
encontramos,,1
encontramos,lo,1
encontrar,los,1
encontrar,vosotros,1
encontraran,heridos,1
encontraron,la,1
encontraron,los,1
encontraron,que,1
encontraron,su,1
encontraron,y,2
encontro,a,1
encontro,mas,1
encrucijada,de,1
encuentra,en,1
encuentran,,1
encuentren,desgracia,1
encuentren,obstaculos,1
encuentro,,1
encuentro,a,1
enemigo,y,1
enemigos,,2
enemigos,de,1
enemigos,en,1
enemigos,que,1
energicas,eran,1
enes,huncamey,1
enfermedad,,1
enfermos,,1
enflaquecer,a,1
enfurecieron,hunbatz,1
enfurecio,la,1
enganado,,1
enganador,ni,1
enganados,,1
enganados,todos,1
enganamos,,1
enganandolos,,1
enganar,a,1
enganarlos,,1
enganarnos,a,1
engano,,1
engano,de,1
engano,lo,1
engendrado,y,1
engendrados,hunahpu,1
engendrados,tepepul,1
engendran,,1
engendraron,a,2
engendraron,sus,1
engendro,,1
engendro,balamacab,1
engendro,solo,1
engrandecer,ante,1
engrandecerse,ni,1
engrandecerse,y,1
engrandecieron,,1
engrandecieron,acausa,1
engrandecieron,el,1
engrandecimiento,del,2
engrandecimiento,y,1
engrandecio,el,1
engrandecio,y,1
enjuta,,1
enlazar,entre,1
ennoblecieron,a,1
ennoblecieron,por,1
enojaban,,1
enojados,por,1
enorgullece,,1
enorgullecia,,1
enorgulleciera,,1
enrojece,el,1
enrollado,y,1
ensalzaron,a,2
ensalzaron,la,1
ensalzaron,y,1
ensancharon,tambien,1
ensayo,,1
enseguida,hizo,1
enseguida,reinaron,1
ensenaban,,1
ensenadas,a,1
ensenadme,el,1
ensenadmelo,,1
ensenando,todos,1
ensenar,porque,1
ensenarmelo,,1
ensenaron,el,2
ensoberbecido,,1
ensoberbecieron,y,1
ensucio,asimismo,1
entender,su,1
entenderse,claramente,1
entendido,,1
entendidos,,1
entendimiento,,1
entendimiento,no,1
enternecio,ixmucane,1
entero,,1
enteros,,2
enterrados,en,1
enterrados,por,1
enterrarlos,le,1
enterraron,,1
enterraron,al,1
enterraron,en,1
entonando,la,1
entonces,,6
entonces,a,4
entonces,balam,2
entonces,cayo,1
entonces,celebraron,3
entonces,comenzo,1
entonces,conferenciaron,1
entonces,cuando,1
entonces,de,1
entonces,dejo,1
entonces,del,1
entonces,desataronlos,1
entonces,desbarataron,1
entonces,dieron,1
entonces,dijo,1
entonces,dispusieron,1
entonces,el,1
entonces,en,5
entonces,exclamaron,1
entonces,existieron,1
entonces,fue,3
entonces,fueron,2
entonces,hablaron,1
entonces,hablo,1
entonces,ixbalanque,1
entonces,la,5
entonces,lanzando,1
entonces,las,3
entonces,le,1
entonces,les,3
entonces,llegaban,1
entonces,llegaron,1
entonces,los,6
entonces,metieron,1
entonces,muy,1
entonces,noticia,1
entonces,por,1
entonces,que,1
entonces,se,16
entonces,subieron,1
entonces,sus,3
entonces,tambien,1
entonces,te,1
entonces,todos,2
entonces,tohil,5
entonces,trae,1
entonces,transmitieron,1
entonces,un,1
entonces,una,1
entonces,vinieron,2
entonces,vino,1
entonces,vosotros,1
entonces,xiquiripat,1
entonces,y,1
entonces,zipacna,2
entraban,,1
entrad,,1
entrada,de,2
entrada,hasta,1
entrado,entonces,1
entranas,,2
entranas,expresaron,1
entrando,boca,1
entrando,los,1
entrando,sola,1
entrar,,2
entrar,alli,1
entrar,arrastrandonos,1
entrar,en,3
entrar,y,1
entrara,para,1
entraran,en,1
entraron,,1
entraron,a,2
entraron,desde,1
entraron,deseos,1
entraron,despues,1
entraron,en,7
entraron,hun,1
entraron,los,1
entraron,todos,1
entre,cuatro,1
entre,el,6
entre,ellas,1
entre,ellos,7
entre,jicaros,1
entre,la,3
entre,las,7
entre,los,6
entre,mis,1
entre,nosotros,5
entre,si,24
entre,sus,3
entre,tanto,3
entre,todos,1
entre,unos,1
entre,varios,1
entregado,,3
entregais,,1
entregan,al,1
entregaos,de,1
entregar,las,1
entregar,todos,1
entregarlo,,1
entregaron,,1
entregaron,los,1
entregaron,todos,1
entregarse,como,1
entregarse,todas,1
entregarse,y,1
entremos,por,1
entren,deseos,1
entres,arrastrandote,1
entretenian,en,1
entro,a,1
entro,de,1
entro,directamente,1
entro,el,1
entro,en,2
enumerar,todas,1
enumeraremos,las,1
envanecerse,por,1
envanecia,como,1
enviaban,a,1
enviaban,su,1
enviado,a,1
enviado,los,1
enviado,por,1
enviados,,1
enviados,para,1
enviandolos,a,1
enviaron,a,1
enviaron,entonces,1
enviaron,y,1
envidia,ni,1
envidia,no,1
envidia,que,2
envidiosos,y,1
envoltorio,,1
envoltorio,de,2
envoltorio,fue,1
envolviendose,la,1
envolvieron,,1
envolvieron,en,1
envuelto,y,1
era,adorada,1
era,cabracan,1
era,cargar,1
era,causar,1
era,ciertamente,1
era,claro,2
era,como,2
era,cuchumaquic,1
era,de,4
era,designada,1
era,diferente,1
era,el,35
era,en,2
era,enflaquecer,1
era,engrandecerse,1
era,figura,1
era,grande,1
era,hacer,1
era,hijo,3
era,hinchar,1
era,huncame,1
era,invisible,1
era,ixbalanque,1
era,la,18
era,limitada,1
era,llamado,1
era,lo,2
era,maravillosa,2
era,media,1
era,mucha,1
era,muchisimos,1
era,mucho,2
era,muerto,1
era,muy,1
era,nuestra,1
era,ocote,1
era,para,2
era,pequena,1
era,poca,1
era,posible,7
era,precisamente,1
era,puntiagudo,1
era,que,8
era,realmente,2
era,recibido,1
era,rojo,1
era,sangre,1
era,solo,1
era,soltero,1
era,su,8
era,tambien,3
era,tan,1
era,tenido,1
era,tocar,1
era,tulanzuiva,1
era,un,5
era,una,1
era,uno,2
era,veloz,1
era,verdaderamente,1
eramos,atormentados,1
eramos,de,1
eramos,pequenos,1
eran,,5
eran,a,1
eran,adivinos,1
eran,amados,1
eran,bellisimas,1
eran,buhos,1
eran,castigos,1
eran,claras,2
eran,como,5
eran,conocidos,1
eran,cuatro,1
eran,de,4
eran,dioses,1
eran,el,3
eran,flautistas,1
eran,grandes,2
eran,hombres,2
eran,hunbatz,1
eran,innumerables,1
eran,invocados,1
eran,ixpiyacoc,2
eran,las,3
eran,llamados,1
eran,los,22
eran,mas,1
eran,muchos,4
eran,muertos,1
eran,muy,4
eran,numerosos,1
eran,pisadas,1
eran,pobres,1
eran,reyes,1
eran,sabios,1
eran,sacrificados,1
eran,senoras,1
eran,seres,1
eran,solamente,4
eran,su,1
eran,sus,2
eran,tambien,3
eran,un,1
eran,unos,1
eran,verdaderamente,1
eran,viejos,1
eran,vistos,1
eran,ya,1
eres,la,1
eres,mi,3
eres,un,1
eres,una,2
es,,2
es,acabar,1
es,admirable,1
es,agradable,1
es,asiento,1
es,bueno,1
es,chipicaculha,1
es,cierto,1
es,como,2
es,de,1
es,diferente,2
es,el,14
es,esa,1
es,eso,6
es,este,1
es,esto,1
es,fruto,1
es,justo,2
es,la,11
es,lo,13
es,mas,2
es,menester,1
es,mi,1
es,mucho,1
es,natural,1
es,nuestra,4
es,posas,1
es,posible,3
es,prueba,1
es,que,5
es,raxa,1
es,sacar,1
es,senor,1
es,solo,1
es,su,2
es,tambien,1
es,tan,1
es,tu,1
es,un,2
es,una,1
es,verdad,2
es,vuestra,1
es,vuestro,1
es,yolcuat,1
esa,,1
esa,era,1
esa,es,1
esa,montana,1
esa,no,1
esa,sera,1
esa,vuestra,1
esas,cosas,1
escaleras,muy,1
escalones,y,1
escapaban,despedian,1
escapar,,1
escapara,,1
escapara,el,1
esclarecidos,,3
esclavitud,y,1
esclavos,,1
escojais,vuestra,1
esconder,a,1
esconderlos,en,1
escondido,,2
escondido,hacavitz,1
escondido,por,2
escondidos,entre,1
escondieron,,1
escribiremos,sus,1
escribiremos,y,1
escribiremos,ya,1
escrito,antiguamente,1
escuchaba,desde,1
escuchaban,alli,1
escuchaban,la,1
escuchanos,,1
escuchas,,1
escudo,alli,1
escudos,,7
escudos,y,1
esculpir,,2
escultor,,1
escultores,,1
ese,arbol,1
ese,instante,1
ese,lugar,1
ese,modo,1
ese,no,1
esfuerzos,,1
esfuerzos,y,1
esmeralda,,1
esmeraldas,,2
esmeraldas,y,2
eso,,9
eso,cayeron,1
eso,dicen,1
eso,era,1
eso,es,2
eso,he,2
eso,las,1
eso,le,1
eso,no,4
eso,nosotros,1
eso,se,1
eso,sera,1
esos,demonios,2
esos,dientes,1
esos,dos,1
esos,que,2
esos,son,1
espacio,,1
espadana,la,1
espalda,al,1
espalda,roja,1
espalda,y,1
espaldas,la,1
espantaban,de,1
espantan,de,1
espantanse,los,1
espanto,,1
espanto,ante,1
espanto,de,1
espanto,todas,1
esparciose,la,1
especie,,1
especie,de,2
especie,se,1
espejo,,2
espera,,1
esperaban,con,1
esperaban,el,1
esperad,un,1
esperan,,1
esperando,que,1
esperanza,partieron,1
esperar,,1
esperar,el,1
esperar,que,1
esperemos,hasta,1
espeso,,1
espesura,,1
espiada,y,1
espiga,,1
espinas,,2
espinas,que,1
espinas,se,1
espinosos,,1
esplendor,,1
esplendor,sus,1
esposas,,1
esposas,y,2
esquina,de,1
esquina,y,1
esta,,3
esta,a,1
esta,agua,1
esta,al,1
esta,alla,1
esta,ansioso,1
esta,bien,51
esta,casa,2
esta,cerca,2
esta,concluido,1
esta,el,5
esta,en,3
esta,era,5
esta,es,8
esta,esquina,1
esta,esta,1
esta,fruta,1
esta,fue,7
esta,gritando,1
esta,haciendo,1
esta,jicara,1
esta,la,4
esta,las,1
esta,lejos,1
esta,lo,1
esta,manera,24
esta,mi,1
esta,misma,1
esta,montana,1
esta,muestra,1
esta,muy,2
esta,no,1
esta,nuestra,1
esta,oculta,1
esta,otra,1
esta,prenada,1
esta,prueba,1
esta,rapidamente,1
esta,razon,8
esta,se,2
esta,sea,1
esta,sembrado,1
esta,senal,1
esta,sentado,2
esta,sera,4
esta,solto,1
esta,tercera,1
esta,tohil,1
esta,tu,1
esta,un,1
esta,vez,1
esta,vuestra,1
esta,y,1
estaan,ellos,1
estaba,abriendo,1
estaba,aguado,1
estaba,alli,2
estaba,ardiendo,2
estaba,bailando,1
estaba,bajo,1
estaba,banando,1
estaba,bien,2
estaba,blando,1
estaba,cavando,2
estaba,cerca,1
estaba,claro,1
estaba,colgada,2
estaba,cuando,1
estaba,cubierta,1
estaba,el,7
estaba,en,5
estaba,enjuta,1
estaba,entre,1
estaba,envuelto,1
estaba,escondido,1
estaba,gritando,1
estaba,haciendo,1
estaba,humeda,1
estaba,la,2
estaba,llena,2
estaba,lleno,2
estaba,muriendo,1
estaba,oculto,1
estaba,pegado,1
estaba,sembrado,1
estaba,sentado,2
estaba,sentados,1
estaba,siempre,1
estaba,terminada,1
estaba,vigilada,1
estabamos,juntos,1
estabamos,mirando,1
estabamos,puestos,1
