w0,w1,w2,n
de,pelota,,11
de,pelota,hecha,1
de,pelota,por,1
de,pelota,que,1
de,pelota,y,2
de,pena,se,1
de,pensar,y,1
de,petatayub,,1
de,pie,de,1
de,pie,y,1
de,piedra,,1
de,piedra,ardiente,1
de,piedra,que,1
de,piedras,,1
de,pino,,1
de,pino,encendidas,1
de,pintar,,1
de,pixil,,1
de,plata,son,1
de,plata,y,1
de,pluma,de,1
de,plumas,azules,1
de,pobreza,que,1
de,podre,y,1
de,ponerselas,,1
de,poseerlas,,1
de,pueblos,,1
de,pueblos,en,1
de,puhuy,,1
de,puntapies,en,1
de,que,alimentarnos,1
de,que,ellos,1
de,que,eso,1
de,que,hablais,1
de,que,les,1
de,que,no,1
de,que,oigo,1
de,que,pusieran,1
de,que,raza,1
de,que,realmente,1
de,que,se,5
de,que,solo,1
de,que,usaran,1
de,queerna,,1
de,quibaha,,1
de,quicab,,3
de,quicab,y,2
de,quiche,,1
de,quien,es,1
de,quien,sois,1
de,quienes,hablas,1
de,quitarle,todas,1
de,rabinal,,5
de,ramas,gruesas,1
de,raxacaculha,,1
de,regreso,,1
de,rencor,porque,1
de,repente,se,1
de,representartes,de,1
de,reyes,,9
de,reyes,don,1
de,reyes,oxibqueh,1
de,robles,,1
de,rocio,,1
de,rodillas,,1
de,rojas,y,1
de,rojo,,1
de,ropas,son,1
de,rostro,avejentado,1
de,sabrosos,alimentos,1
de,sacarle,los,1
de,saliva,que,1
de,salud,,1
de,sangre,,2
de,sangre,al,1
de,sangre,de,1
de,sangre,y,1
de,sed,,2
de,seguro,vendran,1
de,sembrar,milpa,1
de,senores,,1
de,senores,y,1
de,ser,,1
de,ser,ellos,1
de,ser,hombres,1
de,seres,sobre,1
de,si,mismo,1
de,siete,dias,4
de,solo,verlo,1
de,su,abuela,3
de,su,abuelo,1
de,su,casa,5
de,su,ciudad,3
de,su,creador,1
de,su,derrota,1
de,su,descendencia,1
de,su,dios,5
de,su,engrandecimiento,1
de,su,existencia,2
de,su,familia,1
de,su,formador,1
de,su,grandeza,2
de,su,imperio,3
de,su,lenguaje,1
de,su,llegada,1
de,su,madre,1
de,su,muerte,2
de,su,mujer,1
de,su,nacimiento,2
de,su,padre,1
de,su,pecado,1
de,su,poder,2
de,su,presencia,1
de,su,reino,1
de,su,ser,1
de,su,trabajo,1
de,su,tradicion,1
de,su,triunfo,1
de,su,vientre,1
de,su,zapato,1
de,sus,arcos,1
de,sus,armas,2
de,sus,bailes,1
de,sus,bastones,1
de,sus,bocas,1
de,sus,casas,2
de,sus,cenidores,1
de,sus,cerbatanas,2
de,sus,corazones,5
de,sus,criaturas,1
de,sus,dioses,1
de,sus,esposas,1
de,sus,generaciones,1
de,sus,hermanas,2
de,sus,hermanos,4
de,sus,hijas,4
de,sus,hijos,7
de,sus,mujeres,3
de,sus,nietos,1
de,sus,nombres,1
de,sus,obras,2
de,sus,padres,7
de,sus,pecados,1
de,sus,picas,1
de,sus,pies,1
de,sus,plumas,1
de,sus,simbolos,1
de,sustentar,y,2
de,tablas,se,1
de,tablas,y,1
de,tal,con,1
de,tamano,y,1
de,tamub,,2
de,tamub,e,4
de,tamub,que,1
de,tamub,y,5
de,tapar,el,1
de,tecpan,,1
de,tecum,y,1
de,temor,,1
de,tentacion,,1
de,terror,en,1
de,tierra,,1
de,tierra,las,1
de,tigre,,2
de,tigre,las,1
de,tigre,lo,1
de,tigres,,2
de,tigres,y,1
de,tirar,con,1
de,tocar,la,1
de,toda,la,2
de,todas,clases,1
de,todas,las,6
de,todo,con,1
de,todo,lo,4
de,todos,,2
de,todos,de,1
de,todos,los,12
de,todos,sus,1
de,tohil,,10
de,tohil,en,1
de,tohil,era,1
de,tohil,pero,1
de,tohil,y,1
de,tohu,,1
de,tormento,de,2
de,tres,muchachos,1
de,tristeza,,2
de,tristeza,el,1
de,tu,corazon,2
de,tu,deshonestidad,1
de,tuhalaha,y,1
de,tuhalha,,1
de,tulan,,2
de,tulan,en,1
de,tulanzuiva,,2
de,tziquinaha,,4
de,tziquinaha,y,2
de,tzite,hagase,1
de,tzite,se,1
de,un,aguila,1
de,un,cangrejo,1
de,un,corazon,1
de,un,espejo,1
de,un,gran,4
de,un,hacha,1
de,un,hombre,1
de,un,lado,1
de,un,mismo,1
de,un,muchacho,1
de,un,murcielago,1
de,un,orador,1
de,un,rio,4
de,un,salto,1
de,un,senor,3
de,un,ser,2
de,un,sol,1
de,un,solo,1
de,una,capa,1
de,una,casa,4
de,una,ciudad,2
de,una,de,1
de,una,doncella,2
de,una,generacion,1
de,una,jicara,1
de,una,montana,1
de,una,sola,1
de,una,tierra,1
de,uno,solo,1
de,uocab,,1
de,uvila,,1
de,vagabundos,cuando,1
de,valentia,,1
de,varon,,1
de,veinticuatro,mil,1
de,venado,,1
de,vencer,a,2
de,vencerlos,,1
de,ver,afuera,1
de,ver,cuanto,1
de,ver,las,1
de,ver,tantos,1
de,veras,,1
de,veras,a,1
de,veras,ardieran,1
de,veras,habeis,1
de,veras,han,2
de,veras,lo,1
de,verdad,dice,1
de,verdad,muy,1
de,verdad,no,1
de,vivo,color,1
de,vosotras,ira,1
de,vosotros,,4
de,vuc,amag,1
de,vucamag,,1
de,vucub,caquix,1
de,vucubcame,,2
de,vucubcaquix,,11
de,vucubcaquix,al,1
de,vucubcaquix,con,1
de,vucubcaquix,por,1
de,vucubcaquix,quisieron,1
de,vucubcaquix,sea,1
de,vucubcaquix,y,1
de,vucubhunahpu,y,1
de,vuestra,abuela,1
de,vuestra,ciudad,1
de,vuestra,conversacion,1
de,vuestra,muerte,1
de,vuestra,presencia,1
de,vuestra,sangre,3
de,vuestro,creador,1
de,vuestro,estado,1
de,vuestro,fuego,2
de,vuestro,lado,1
de,vuestro,ser,1
de,vuestros,dias,1
de,vuestros,padres,1
de,xelahuh,,1
de,xibalba,,61
de,xibalba,a,2
de,xibalba,acerca,1
de,xibalba,arrojaron,1
de,xibalba,corrian,1
de,xibalba,cuando,1
de,xibalba,dijeron,1
de,xibalba,discurrian,1
de,xibalba,echaban,1
de,xibalba,el,1
de,xibalba,en,1
de,xibalba,era,1
de,xibalba,eran,2
de,xibalba,estaban,2
de,xibalba,exclamaron,1
de,xibalba,llegaron,2
de,xibalba,los,2
de,xibalba,miraban,1
de,xibalba,molieron,1
de,xibalba,ordenaron,1
de,xibalba,por,1
de,xibalba,que,1
de,xibalba,se,5
de,xibalba,y,4
de,xibalba,ya,1
de,xibalbaeste,es,1
de,xic,y,1
de,xoyabah,,1
de,zaccabaha,,1
de,zaculeu,,1
de,zaculeu,de,1
de,zapotes,,1
de,zaquic,,1
de,zipacna,,3
de,zipacna,por,1
de,zipacna,y,1
de,ziyaha,,1
de,zotzu,,1
debajo,del,palo,1
debajo,del,vientre,1
debe,a,que,1
debe,ser,aqui,1
debe,ser,asi,1
debeis,decir,,1
debeis,sacrificarme,,1
debeis,tolerar,que,1
debeis,tomar,porque,1
debeis,vernos,,1
debemos,perecer,por,1
deben,dar,cuando,1
deben,dar,las,1
deben,envanecerse,por,1
deben,ser,aquellos,1
deben,ser,sabrosos,1
deber,y,atended,1
debia,aparecer,el,1
debia,entrar,en,2
debia,ir,a,1
debian,hacer,,2
debian,hacer,con,1
debian,ser,destruidos,1
debo,morir,a,1
decadencia,de,su,1
decapitado,,</s>,1
decayeron,sus,facciones,1
decia,,</s>,2
decia,,vucubcaquix,1
decia,cabracan,,1
decia,en,su,2
decia,vucubcaquix,,1
decia,zipacna,,2
decia,zipacna,desde,1
decian,,</s>,6
decian,,a,1
decian,,los,1
decian,alla,donde,1
decian,asi,porque,1
decian,cuando,llegaron,1
decian,despreciando,a,1
decian,ellos,entre,1
decian,en,sus,2
decian,entre,si,4
decian,hablando,entre,1
decian,las,tribus,1
decian,los,antiguos,1
decian,los,guardas,1
decian,los,guardianes,1
decian,los,sacerdotes,1
decian,mientras,veian,1
decian,todos,los,2
decid,,declarad,1
decid,,pues,1
decidles,cuando,llegueis,2
decidles,que,eso,1
decima,generacion,,1
decima,generacion,de,1
decimo,de,los,2
decimocuarta,generacion,de,1
decimocuarto,de,los,1
decimotercera,generacion,de,1
decimotercero,de,los,1
decir,,,1
decir,,les,1
decir,los,senores,1
decir,su,nombre,1
decir,vuestra,abuela,1
decirle,a,nuestra,1
decirlo,su,boca,1
deciros,y,os,1
decis,,</s>,1
decis,y,que,1
decisiones,y,encontraron,1
declaracion,,la,1
declaracion,de,sus,1
declarad,si,conviene,1
declarar,la,verdad,1
declarar,sus,nombres,1
dedicadas,a,servir,1
dedos,lo,levanto,1
defensas,,aqui,1
defensores,de,los,1
defieras,,pisadas,1
dehacerlo,,empunaron,1
deificados,,el,1
deis,,pues,1
deis,un,poco,1
dejaban,,aunque,1
dejad,hecha,vuestra,1
dejado,advertidos,,1
dejado,de,ser,1
dejado,entre,las,1
dejado,por,balamacab,1
dejado,robar,lo,1
dejado,robar,nuestras,1
dejado,sembradas,,1
dejado,y,dejaron,1
dejamos,,</s>,1
dejamos,de,nuestra,1
dejamos,la,senal,1
dejan,a,sus,1
dejan,ver,entre,1
dejando,a,sus,1
dejando,largas,las,1
dejandolos,,</s>,1
dejandose,vencer,primero,1
dejar,la,carga,1
dejaremos,caer,el,1
dejaremos,en,la,2
dejaron,,</s>,2
dejaron,algunas,gentes,1
dejaron,alla,en,1
dejaron,asi,fue,1
dejaron,hijos,y,1
dejaron,sembradas,,1
dejaron,sembradas,hunahpu,1
dejaron,sus,padres,1
dejaron,sus,recomendaciones,1
dejaron,tras,de,1
dejeis,que,caigamos,1
dejeis,robar,por,1
dejes,,no,1
dejo,balamquitze,la,1
dejo,caer,la,1
dejo,la,senal,1
dejo,para,vosotros,1
del,agua,,2
del,agua,las,1
del,agua,y,2
del,aguila,,1
del,ahpop,,1
del,ahpop,y,1
del,alba,,3
del,amanecer,,2
del,anca,le,1
del,anochecer,a,1
del,arbol,,11
del,arbol,llamado,1
del,arbol,no,1
del,arbol,que,2
del,arbol,rojo,1
del,arbol,y,1
del,asiento,de,1
del,azadon,,1
del,barranco,,3
del,barranco,esta,1
del,bosque,que,1
del,camino,,1
del,campo,iban,1
del,campo,y,2
del,cangrejo,,1
del,cantaro,,1
del,cantaro,de,1
del,cerro,llamado,1
del,cielo,,22
del,cielo,entonces,1
del,cielo,les,1
del,cielo,y,6
del,consejo,de,1
del,corazon,de,1
del,corazon,del,4
del,coyote,y,1
del,creador,y,1
del,cuchillo,depedernal,1
del,cuello,,1
del,cuerpo,,1
del,cux,,2
del,desierto,hablaran,1
del,dia,,2
del,dios,,7
del,dios,de,4
del,dios,que,1
del,dios,y,1
del,dolor,de,1
del,dolor,que,1
del,edificio,del,3
del,engrandecimiento,del,1
del,envoltorio,,1
del,frio,,2
del,frioy,el,1
del,fuego,,2
del,fuego,a,1
del,galel,y,2
del,gato,de,1
del,gavilan,,1
del,gran,senor,1
del,hogar,,1
del,hombre,,8
del,hombre,creado,1
del,hombre,formado,1
del,hombre,sabio,1
del,hoyo,,4
del,hoyo,porque,1
del,hunahpu,e,1
del,iboy,,1
del,jardin,,2
del,jardin,de,1
del,jicaro,,1
del,juego,de,7
del,leon,,2
del,leon,y,1
del,linaje,humano,1
del,lugar,a,1
del,lugar,donde,1
del,mar,,3
del,mar,las,1
del,monte,,4
del,monte,donde,1
del,monte,hacavitz,1
del,murcielago,,1
del,nacimiento,del,1
del,nombre,,1
del,ocote,y,1
del,odio,y,1
del,ojo,,1
del,olor,excitante,1
del,orador,,1
del,oriente,,3
del,oriente,donde,1
del,otro,lado,2
del,padre,de,1
del,padre,era,1
del,palo,,1
del,patio,de,1
del,pecho,y,2
del,peligro,,1
del,poder,,1
del,poder,y,2
del,poderio,de,1
del,pueblo,,3
del,pueblo,quiche,1
del,pueblo,y,1
del,puno,de,1
del,que,llaman,1
del,que,se,1
del,quiche,,12
del,quiche,cuando,1
del,quiche,era,1
del,quiche,que,1
del,quiche,y,1
del,quichey,tu,1
del,raton,no,1
del,reinado,de,1
del,reino,,5
del,reino,que,1
del,reino,tepepul,1
del,reino,y,1
del,rey,,1
del,rey,cotuha,3
del,rey,del,2
del,rey,gucumatz,1
del,rey,iztayul,1
del,rey,prodigioso,1
del,rey,y,1
del,rio,muchas,1
del,rio,y,2
del,sapo,,1
del,segundo,hijo,1
del,senor,,5
del,senor,de,2
del,senor,han,1
del,senor,y,1
del,senorio,del,1
del,sexto,orden,1
del,sitio,donde,1
del,sobaco,,1
del,sol,,18
del,sol,y,2
del,suelo,al,1
del,techo,de,2
del,templo,de,2
del,templo,del,1
del,tigre,,1
del,tigre,que,1
del,tzite,,1
del,valor,de,1
del,venado,les,1
del,vientre,,1
delante,de,ellos,2
delante,de,los,1
delante,de,su,2
delante,de,sus,1
delante,de,todos,1
delante,del,sol,4
delante,un,plato,1
deleites,,abundante,1
delgadas,y,el,1
deliberaron,entre,si,1
delos,rabinaleros,,1
delos,senores,que,1
demas,,</s>,1
demas,,le,1
demas,animales,chicos,1
demas,frutos,del,1
demas,senores,,1
demas,senores,se,2
demas,tribus,cuando,1
demonio,,</s>,1
demonios,,,1
demonios,,</s>,1
demonios,me,tiraron,1
demonios,que,me,1
demonios,que,se,1
demostraban,su,condicion,1
demostraban,su,sabiduria,1
demostracion,de,nuestro,1
demostracion,de,que,1
den,algo,a,1
dentro,,donde,1
dentro,,pero,1
dentro,de,ella,1
dentro,de,esta,2
dentro,de,la,8
dentro,de,las,1
dentro,de,siete,4
dentro,de,su,1
dentro,de,sus,1
dentro,de,una,1
dentro,del,agua,2
dentro,del,hoyo,1
dentro,la,sangre,1
depedernal,,la,1
depositar,la,sangre,1
derecha,,</s>,1
derecha,,porque,1
derecha,la,extendio,1
derecho,a,tierra,1
derecho,al,anillo,1
derramarse,la,sangre,1
derrame,su,sangre,1
derrames,de,sangre,1
derribaban,a,los,1
derribado,en,todos,1
derribando,para,siempre,1
derribar,todas,la,1
derribarlas,,</s>,1
derribo,las,montanas,1
derrochaban,los,dones,1
derrota,,</s>,1
derrota,de,las,1
derrota,de,los,1
derrota,de,todas,1
derrota,de,zipacna,1
derrota,y,de,1
derrota,y,muerte,1
derrotados,por,balamquitze,1
derrotaron,alla,en,1
derrotas,dijeron,en,1
derrumbo,el,gran,1
desalojaron,del,barranco,1
desampares,,oh,1
desaparece,la,imagen,1
desaparecer,los,muchachos,1
desapareceran,,una,1
desaparecian,inmediatamente,cuando,1
desaparecido,,</s>,1
desaparecieron,,</s>,1
desaparecieron,alla,en,1
desaparecieron,dejando,a,1
desaparecieron,sus,hijos,1
desaparecio,al,instante,1
desaparicion,y,fin,1
desarrollaron,su,poder,1
desarrollo,a,mis,1
desataban,sino,que,1
desatad,vuestros,calzones,1
desataronlos,tres,presentes,1
desbarataron,y,deshicieron,1
descansaban,desde,que,1
descansaron,sus,corazones,1
descendencia,,como,1
descendencia,,dijo,1
descendencia,,esta,1
descendencia,,nuestra,1
descendencia,de,aquellos,1
descendencia,del,reino,1
descendencia,por,obra,1
descendencia,y,linaje,1
descender,a,xibalba,1
descender,de,la,1
descendientes,,los,1
descendientes,que,reinaron,1
descendieron,de,los,1
descorazonaron,los,de,1
describir,el,frio,1
descripcion,y,el,1
descubierto,,ni,1
descubierto,el,secreto,1
descubierto,una,hermosa,1
descubrieran,sus,nombres,1
descubrieron,lo,que,1
descubrieron,y,los,1
desde,antier,no,1
desde,el,abismo,1
desde,el,fondo,2
desde,el,fuego,1
desde,el,hoyo,2
desde,el,lugar,1
desde,el,oriente,1
desde,el,principio,2
desde,entonces,,1
desde,entonces,fue,2
desde,entonces,trae,1
desde,la,cima,1
desde,la,orilla,1
desde,la,punta,1
desde,lejos,,1
desde,lo,alto,2
desde,luego,en,1
desde,que,se,1
desde,su,entrada,1
deseaban,era,que,1
deseaban,los,de,1
deseaban,los,senores,1
deseaban,que,muriesemos,1
deseaban,sus,corazones,2
deseabanlo,asi,a,1
deseais,,</s>,1
deseamos,jugar,a,1
desean,,,1
desean,,tampoco,1
desean,nuestros,corazones,1
desean,sus,corazones,1
desean,ver,nuestros,1
desean,verdaderamente,vuestros,1
deseando,reinar,ellos,1
deseando,tener,solamente,1
deseas,,,1
desenvolverse,,no,1
desenvolvieron,el,incienso,1
deseo,,contesto,1
deseo,de,comer,1
deseo,y,ansiedad,1
deseos,,pues,1
deseos,de,ponerselas,1
deseos,de,poseerlas,1
desesperados,corrian,de,1
desgracia,,</s>,1
desgracia,,por,1
desgracia,,ya,1
desgracia,ni,infortunio,1
desgracia,para,vosotros,1
desgraciada,de,mi,1
desgraciada,me,habeis,1
desgraciadamente,hubiera,continuado,1
desgraciado,de,mi,1
desgraciados,de,nosotros,3
deshabitados,,porque,1
deshacia,,estaba,1
deshechos,los,munecos,1
deshicieron,su,obra,1
deshonestidad,,</s>,1
deshonra,lo,que,1
deshonrada,,exclamo,1
desierto,hablaran,con,1
designada,asimismo,con,1
designaron,sus,nombres,1
designaron,tambien,su,1
desmontado,fue,escondido,1
desmorono,los,huesos,1
desnudado,las,dos,1
desnudaos,ante,ellos,1
desocupe,,el,1
despacharon,a,cierto,1
despacharon,a,un,1
despacharon,cuando,se,1
despedazaban,a,si,1
despedazad,a,mi,1
despedazadnos,uno,por,1
despedazados,por,las,1
despedazaron,al,perro,1
despedian,el,olor,1
despedian,una,luz,1
despedida,,cuando,1
despedida,y,asi,1
despedimos,de,nuestra,1
despedirnos,,</s>,1
despertaron,,y,1
despertaron,quisieron,tomar,1
despide,,</s>,1
despidieron,,</s>,4
despidieron,de,ellos,2
despidieron,de,su,1
despidieron,de,sus,1
despidieron,y,en,1
despidieronse,de,todos,1
despidio,a,todos,1
despido,lleno,de,1
despoblaron,su,primera,1
despojada,de,la,1
despojado,,</s>,1
despojarlo,de,las,1
despreciando,a,la,1
despues,,,1
despues,,abandonando,1
despues,,pobres,1
despues,a,dos,1
despues,al,tercero,1
despues,canto,la,1
despues,comenzaremos,la,1
despues,de,buscarlos,1
despues,de,consultarlo,1
despues,de,esto,2
despues,de,haber,2
despues,de,haberse,2
despues,de,mucho,1
despues,de,pensar,1
despues,en,la,1
despues,fue,resucitado,1
despues,iban,a,1
despues,llegaron,al,1
despues,llego,al,1
despues,nuestro,corazon,1
despues,os,dire,1
despues,por,cada,1
despues,que,le,1
despues,que,os,1
despues,regaban,la,1
despues,resucitareis,,1
despues,retonaron,otra,1
despues,se,convirtieron,1
despues,sentaron,junto,1
despues,seran,ciertamente,1
despues,te,daremos,1
despues,y,se,1
desquiciaron,la,quijada,1
destino,,vuestras,1
destroza,la,roca,1
destrozadas,las,bocas,1
destrozaron,las,caras,2
destruccion,,por,1
destruccion,de,cada,1
destruccion,de,la,1
destruccion,de,las,1
destruccion,de,vucubcaquix,1
destruccion,y,comenzaron,1
destruccion,y,division,1
destruccion,y,la,1
destruida,,por,1
destruida,su,sabiduria,1
destruidos,,os,1
destruidos,,y,1
destruidos,hunbatz,y,1
destruidos,segun,pensaban,1
destruidos,y,aniquilados,1
destruidos,y,deshechos,1
destruiremos,,ahora,1
destruyo,los,campos,1
desvan,de,la,1
desventurados,,los,1
detohily,de,avilix,1
detras,,</s>,1
detras,,de,1
detras,de,ellos,1
detras,de,la,1
detras,ni,delante,2
detulan,,cuando,1
detuvieron,,</s>,1
detuvieron,aguardando,la,1
detuvo,,rebotando,1
detziquinaha,,y,1
deuna,casa,grande,1
devolverlos,al,amanecer,1
devoran,a,las,1
devoraremos,,dijeron,1
devoro,las,carnes,1
devuelvan,enteros,,1
devuelvan,este,ocote,1
dia,,,1
dia,,</s>,5
dia,,cada,1
dia,,de,1
dia,,la,1
dia,,llegaron,1
dia,,sino,1
dia,,una,1
dia,,y,2
dia,a,causa,1
dia,a,esta,1
dia,de,su,1
dia,dieron,principio,1
dia,en,oracion,1
dia,en,que,1
dia,junto,al,1
dia,las,gentes,1
dia,llegaban,,1
dia,los,mensajeros,1
dia,se,paseaba,1
dia,siguiente,,1
dia,siguiente,se,1
dia,tambien,llegaban,1
dia,volvieron,a,1
dia,y,gemian,1
dia,y,noche,1
diariamente,,</s>,1
dias,,</s>,3
dias,,no,1
dias,,que,1
dias,,y,1
dias,beberemos,por,1
dias,caminaba,para,1
dias,los,esperan,1
dias,para,jugar,1
dias,queremos,jugar,1
dias,se,convertia,4
dias,subia,al,1
dibujo,del,aguila,1
dibujos,pinto,sobre,1
dice,,</s>,1
dice,ahora,la,1
dice,el,senor,1
dice,en,sus,1
dice,esto,vuestra,1
dice,que,ellos,1
dice,vuestra,abuela,1
dicen,,</s>,1
dicen,en,sus,1
dicen,las,antiguas,1
dicen,los,senores,4
dicen,nuestras,criaturas,1
dicen,que,la,1
dicen,que,quisieron,1
dicenlos,mensajeros,de,1
dicho,,</s>,1
dicho,,a,1
dicho,,segun,1
dicho,a,la,1
dicho,a,los,6
dicho,al,conejo,2
dicho,al,raton,1
dicho,al,zopilote,1
dicho,el,senor,1
dicho,los,senores,2
dicho,por,el,2
dicho,por,ellos,1
dicho,por,huncame,1
dicho,por,tu,1
dicho,tohil,,1
dicho,vuestra,abuela,1
diciendo,,,2
diciendo,,que,1
diciendo,asi,en,1
diciendo,entre,ellos,1
diciendo,toda,la,1
diciendoles,,,1
diciendose,todos,los,1
dieciseis,mil,,1
diecisiete,hombres,,1
diecisiete,hombres,los,1
diente,,ya,1
diente,con,diente,1
dientes,,</s>,1
dientes,,porque,1
dientes,,que,1
dientes,a,vucubcaquix,1
dientes,brillan,como,1
dientes,con,vuestras,1
dientes,del,sapo,1
dientes,las,flores,1
dientes,para,darselos,1
dientes,que,hay,1
dientes,que,le,1
dientes,que,les,1
dientes,y,me,1
dientes,y,mis,1
dientes,y,poneros,1
dieramos,muerte,ahora,1
dieron,,principio,1
dieron,a,conocer,1
dieron,a,los,1
dieron,anoche,,1
dieron,cuando,pasaron,1
dieron,cuenta,las,1
dieron,el,nombre,1
dieron,el,ser,1
dieron,entonces,sus,1
dieron,entre,si,1
dieron,estas,instrucciones,1
dieron,huncame,,1
dieron,instrucciones,a,1
dieron,la,apariencia,1
dieron,la,noticia,1
dieron,la,piel,1
dieron,las,gracias,1
dieron,los,quiches,1
dieron,los,zanganos,1
dieron,nombre,,1
dieron,por,vencidos,1
dieron,principio,a,2
dieron,su,comida,1
dieron,su,dios,1
dieron,su,nombre,1
dieron,sus,consejos,1
dieron,sus,habitaciones,1
dieron,sus,mujeres,1
dieron,sus,nombres,1
dieron,y,prodigaron,1
dieronle,entonces,un,1
diesen,muerte,,1
diez,los,que,1
diferencia,con,el,1
diferente,,</s>,2
diferente,,porque,1
diferente,,y,1
diferente,dios,,1
diferente,el,nombre,1
diferentes,eran,los,1
diferentes,lugares,que,1
diferentes,ramas,de,1
diferentes,volvieronse,sus,1
dificil,para,vos,1
dificultad,podia,hablar,1
dificultades,,tranquilo,1
digamosles,a,ixpiyacoc,1
digan,,,1
digan,nuestro,nombre,1
dignidad,de,ahpop,1
dignidad,de,ahpopachih,1
dignidad,de,gales,1
dignidad,de,representartes,1
dignidades,que,existen,1
dignidades,todos,los,1
dignos,de,morir,1
digo,es,la,1
dije,ron,las,1
dijeran,los,de,1
dijeren,,,2
dijeren,,podemos,1
dijeron,,,18
dijeron,,</s>,45
dijeron,,ahpop,1
dijeron,,alli,1
dijeron,,cuando,3
dijeron,,dandole,1
dijeron,,dandoles,1
dijeron,,dirigiendose,1
dijeron,,esperando,1
dijeron,,hablando,1
dijeron,,id,1
dijeron,,los,1
dijeron,,para,1
dijeron,,pero,1
dijeron,,preguntandose,1
dijeron,,y,4
dijeron,a,balamquitze,2
dijeron,a,hunahpu,2
dijeron,a,ixmucane,1
dijeron,a,la,3
dijeron,a,las,2
dijeron,a,los,6
dijeron,a,su,5
dijeron,a,sus,5
dijeron,a,todoslos,1
dijeron,a,tohil,1
dijeron,al,gavilan,2
dijeron,al,hombre,1
dijeron,al,llegar,2
dijeron,al,maiz,1
dijeron,al,mosquito,1
dijeron,al,muneco,1
dijeron,al,partir,2
dijeron,al,piojo,1
dijeron,al,raton,1
dijeron,al,sapo,1
dijeron,al,senor,1
dijeron,ante,las,1
dijeron,aquellos,grandes,1
dijeron,asi,,1
dijeron,balam,quitze,1
dijeron,balamquitze,,1
dijeron,balamquitze,y,1
dijeron,cuando,de,1
dijeron,cuando,designaron,1
dijeron,cuando,hablaron,1
dijeron,cuando,hicieron,1
dijeron,cuando,llegaron,1
dijeron,cuando,meditaron,1
dijeron,cuando,se,4
dijeron,dando,las,1
dijeron,desde,la,1
dijeron,discurriendo,entre,1
dijeron,el,corazon,1
dijeron,el,creador,1
dijeron,ellas,,1
dijeron,ellos,,1
dijeron,en,seguida,1
dijeron,entonces,balam,1
dijeron,entonces,tohil,1
dijeron,entonces,una,1
dijeron,entre,ellos,1
dijeron,entre,si,5
dijeron,estos,,2
dijeron,hunahpu,e,10
dijeron,huncame,,1
dijeron,huncame,y,3
dijeron,huracan,,1
dijeron,la,verdad,1
dijeron,las,tribus,1
dijeron,llegando,ante,1
dijeron,los,cuatrocientos,1
dijeron,los,de,9
dijeron,los,dos,1
dijeron,los,hermanos,1
dijeron,los,jovenes,2
dijeron,los,mensajeros,3
dijeron,los,muchachos,14
dijeron,los,perros,1
dijeron,los,progenitores,2
dijeron,los,senores,7
dijeron,que,fueran,1
dijeron,que,los,1
dijeron,sus,corazones,1
dijeron,sus,hermanos,1
dijeron,sus,hijos,1
dijeron,sus,nombres,2
dijeron,sus,ollas,1
dijeron,sus,perros,1
dijeron,sus,piedras,1
dijeron,todas,las,2
dijeron,todos,los,4
dijeron,una,palabra,1
dijeron,unicamente,,1
dijeron,varios,de,1
dijeron,y,al,1
dijeron,y,se,1
dijeronahora,vamos,a,1
dijo,,,5
dijo,,</s>,3
dijo,,asi,1
dijo,,cuando,2
dijo,a,balamquitze,1
dijo,a,hunahpu,1
dijo,a,joven,1
dijo,a,la,3
dijo,a,las,1
dijo,a,los,2
dijo,ahalcana,,2
dijo,ahalpuh,,1
dijo,al,piojo,1
dijo,aquel,,1
dijo,cabracan,,1
dijo,chamiabac,,1
dijo,chamiaholom,,1
dijo,chimalmat,la,1
dijo,cuando,entro,1
dijo,cuando,lo,4
dijo,cuando,se,1
dijo,cuchumaquic,,1
dijo,el,cuarto,1
dijo,el,de,2
dijo,el,decimocuarto,1
dijo,el,decimotercero,1
dijo,el,duodecimo,1
dijo,el,mandado,1
dijo,el,quinto,1
dijo,el,raton,2
dijo,el,sapo,3
dijo,el,senor,3
dijo,el,septimo,1
dijo,el,undecimo,1
dijo,en,respuesta,1
dijo,entonces,,1
dijo,entonces,ixbalanque,1
dijo,entonces,tohil,2
dijo,entonces,xiquiripat,1
dijo,entonces,zipacna,1
dijo,esta,al,1
dijo,esta,y,1
dijo,este,,1
dijo,hunahpu,,1
dijo,huncame,,1
dijo,huracan,a,1
dijo,ixbalanque,,2
dijo,la,abuela,1
dijo,la,cabeza,2
dijo,la,calavera,1
dijo,la,culebra,1
dijo,la,doncella,2
dijo,la,joven,1
dijo,la,muchacha,1
dijo,la,mujer,1
dijo,la,vieja,3
dijo,la,voz,1
dijo,patan,,1
dijo,quicab,cuando,1
dijo,quiere,,1
dijo,su,abuela,1
dijo,su,nombre,1
dijo,uno,para,1
dijo,xiquiripat,,1
dijo,zipacna,,3
dijo,zipacna,a,1
dijo,zipacna,desde,1
dijole,al,sapo,1
diluvio,a,causa,1
diluvio,se,formo,1
dinero,,contestaron,1
dinero,,dijeron,1
dio,,decian,1
dio,a,conocer,1
dio,a,luz,2
dio,estas,muestras,1
dio,las,insignias,1
dio,precisamente,en,1
dio,principio,al,1
dio,resultado,contra,1
dio,sus,consejos,1
dio,sus,ordenes,1
dios,,,4
dios,,</s>,8
dios,,cuando,3
dios,,en,1
